Name,Ticker,Sub-Sector,Market Cap,Debt to Equity,Long Term Debt to Equity,Cash Conversion Cycle,Quick Ratio,Current Ratio,Interest Coverage Ratio,Working Capital Turnover Ratio,Net Income / Liabilities,Earning Power
Reliance Industries Ltd,RELIANCE,Oil & Gas - Refining & Marketing,1980407.57,49.5784132,37.63269777,12.31848311,0.798581664,1.183037343,5.530106411,17.94005045,8.395557485,7.284416153
Tata Consultancy Services Ltd,TCS,IT Services & Consulting,1572475.107,8.78349522,7.135426363,-904.3622951,2.450026028,2.450633351,80.68766067,3.672600156,84.77462006,43.15263418
,HKSF,,,,,,,,,,,
HDFC Bank Ltd,HDFCBANK,Private Banks,1292493.005,,,,,,,-0.212853795,1.796443636,1.897222282
Bharti Airtel Ltd,BHARTIARTL,Telecom Services,990567.7387,204.229192,175.1448175,-219.3880074,0.417632644,0.420256902,1.559836098,-2.128032187,2.219314126,7.992118894
ICICI Bank Ltd,ICICIBANK,Private Banks,907662.5288,,,,,,,-0.20044078,2.10823354,2.550782285
Infosys Ltd,INFY,IT Services & Consulting,783709.6662,9.449361866,7.234826647,99.13571709,2.305304944,2.305304944,77.57021277,3.847327317,55.15885532,26.80341126
State Bank of India,SBIN,Public Banks,707498.6507,,,,,,,-0.135281486,1.062079048,1.352323556
Hindustan Unilever Ltd,HINDUNILVR,FMCG - Household Products,675707.2031,2.885868191,2.150788558,-46.87829491,1.343740292,1.65610438,42.69461078,9.375465792,37.97014705,18.16815095
Life Insurance Corporation Of India,LICI,Insurance,644264.2658,0,0,,3.089573976,3.089573976,,6.344472733,0.781859289,0.884370265
ITC Ltd,ITC,FMCG - Tobacco,634573.0201,0.405167741,0.310281871,114.5126458,1.965805236,2.999586572,339.9942543,2.762750668,121.3162951,29.66622589
Larsen and Toubro Ltd,LT,Construction & Engineering,512934.9725,113.4301372,56.79370366,85.18529085,1.19169564,1.229182405,3.156932645,4.524751888,5.520796452,8.855749302
HCL Technologies Ltd,HCLTECH,IT Services & Consulting,475332.3052,8.434034949,6.682193025,38.27604223,2.602569744,2.6107102,38.91500904,3.240912859,51.08833577,21.7360564
Bajaj Finance Ltd,BAJFINANCE,Consumer Finance,471975.5567,382.4818975,345.2257666,-20.99595022,0.415965264,0.415965264,,-3.49991901,4.832419411,5.139055397
Sun Pharmaceutical Industries Ltd,SUNPHARMA,Pharmaceuticals,440517.9005,4.878358811,0.452448568,254.6741767,1.97628795,2.557330322,47.49595337,2.150081996,52.61212459,13.27704775
NTPC Ltd,NTPC,Power Generation,401587.4279,143.6093179,116.3094405,,0.659025422,0.844217229,3.287844163,-11.71173391,6.624711003,8.438147302
Maruti Suzuki India Ltd,MARUTI,Four Wheelers,383700.0453,0.138493157,0.079055537,-26.26789786,0.667225395,0.872147597,91.00258264,-28.07465796,45.46364614,15.27968216
Axis Bank Ltd,AXISBANK,Private Banks,383678.8167,,,,,,,-0.154374171,1.938165597,2.315982095
Kotak Mahindra Bank Ltd,KOTAKBANK,Private Banks,365754.4386,,,,,,,-0.269967379,2.854995281,3.10756074
Oil and Natural Gas Corporation Ltd,ONGC,Oil & Gas - Exploration & Production,365331.3081,41.95685974,28.33746587,22.88411745,0.532501632,0.882215781,8.539609404,-33.62848564,14.28016675,12.26506463
Tata Motors Ltd,TATAMOTORS,Four Wheelers,354119.4568,115.2196497,74.99742464,-24.29329324,0.690773081,0.966024295,3.799497484,-86.95790287,11.35892165,10.26759238
Avenue Supermarts Ltd,DMART,Retail - Department Stores,342623.975,3.167081521,2.135276997,25.66618979,1.149347696,3.133699486,60.54464132,12.41677322,102.4657191,16.6228047
Adani Enterprises Ltd,ADANIENT,Commodities Trading,337018.5314,147.8063671,130.4428138,-65.32948784,0.613718791,0.829044868,2.081550925,-12.83627544,2.783119752,5.903893136
Mahindra and Mahindra Ltd,M&M,Four Wheelers,336486.4903,134.0677549,88.68686163,91.67133504,1.054662578,1.300745179,3.133726218,6.55114593,7.261158161,9.997369651
UltraTech Cement Ltd,ULTRACEMCO,Cement,335202.0704,18.91556584,10.36751067,26.49641729,0.550574297,0.860161466,10.73369835,-22.11861996,17.2904517,10.30805347
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches",330461.4783,165.314596,56.78696902,165.4376518,0.396696715,1.549277028,8.468497577,5.665459335,15.78044597,16.616477
Bajaj Auto Ltd,BAJAJ-AUTO,Two Wheelers,328536.8018,6.600760572,2.621224331,-16.30912745,1.112018946,1.297774889,167.3359841,13.14390295,74.25141625,25.67222342
Asian Paints Ltd,ASIANPAINT,Paints,313930.4128,12.73898664,5.91890929,95.68578461,1.366157469,2.062950537,36.81308183,4.109195132,52.11590241,25.26001839
Power Grid Corporation of India Ltd,POWERGRID,Power Transmission & Distribution,310919.1857,141.7362489,120.637314,,0.584422249,0.616478097,3.110392978,-3.019079645,9.514150389,10.87859353
Adani Green Energy Ltd,ADANIGREEN,Renewable Energy,309013.0558,371.7216873,241.7010546,26.34239931,0.493216614,0.504244353,1.333799441,-1.556698045,1.557235482,7.580092183
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,Ports,308640.6525,89.91699898,74.02912031,-35.03219526,1.034739239,1.061314686,4.526813615,9.286181487,13.01468329,10.57401247
Bajaj Finserv Ltd,BAJAJFINSV,Insurance,300915.5849,278.4199021,250.8858275,,0.208328709,0.208328709,,-0.898183424,1.878932603,3.977377712
Coal India Ltd,COALINDIA,Mining - Coal,300186.4968,7.804357163,6.907584058,59.71663314,1.51402653,1.688470562,60.57334293,3.679634956,24.46390376,20.98873952
Hindustan Aeronautics Ltd,HAL,Aerospace & Defense Equipments,296778.9379,0.171986572,0.003706016,565.747642,1.272354694,1.681991998,240.8517476,1.353258144,14.72125323,12.68990657
Wipro Ltd,WIPRO,IT Services & Consulting,281198.8684,22.05110691,10.21361512,79.70855281,2.573715232,2.577307909,12.72801147,2.334443817,27.65316622,13.93975512
Trent Ltd,TRENT,Retail - Apparel,260785.6014,42.72886152,32.75394324,46.24066362,0.990690704,2.017457362,6.224473699,9.371091586,48.6015769,31.95434077
Adani Power Ltd,ADANIPOWER,Power Generation,251356.7108,79.46330816,61.2830006,98.67410473,1.358219533,1.620565887,7.136646311,10.38769912,42.78764448,26.27961165
Nestle India Ltd,NESTLEIND,FMCG - Foods,250406.0768,10.31252151,8.422905274,,0.355241439,0.88338174,37.35212042,,54.75838082,51.64239299
Zomato Ltd,ZOMATO,Online Services,240161.13,3.670489072,2.88150544,-54.9226178,2.578012482,2.620259241,5.041666667,2.03070897,11.89830508,1.554204487
Siemens Ltd,SIEMENS,Conglomerates,240035.7355,1.33784372,0.77582718,,1.780939658,2.077118604,116.7763158,2.451554221,21.38549289,11.95823041
Indian Oil Corporation Ltd,IOC,Oil & Gas - Refining & Marketing,237872.2606,70.48546956,28.23344422,38.03444068,0.165610459,0.727185571,8.269442925,-14.48945454,14.16871565,13.50129039
JSW Steel Ltd,JSWSTEEL,Iron & Steel,233162.9878,110.1939558,86.92677793,21.28909537,0.404435026,0.976825853,2.650832819,-105.6214115,5.950596275,9.427463163
Jio Financial Services Ltd,JIOFIN,Consumer Finance,220395.4285,0,0,53.65665072,71.15254882,71.15254882,,0.260103622,28.07562422,1.350167565
DLF Ltd,DLF,Real Estate,213050.0785,12.25884512,6.763583835,2560.977345,0.768520176,2.26492773,7.03321644,0.432232214,13.88732582,4.244176381
Varun Beverages Ltd,VBL,Soft Drinks,210091.9678,76.66295913,47.80497582,,0.502045406,1.019844891,10.39420439,-66.85579216,25.37371089,19.95729293
Indian Railway Finance Corp Ltd,IRFC,Specialized Finance,207214.2311,837.8416046,588.3031979,4.89101671,3.274954758,3.274954758,,0.081467856,1.470991825,1.321859902
Bharat Electronics Ltd,BEL,Electronic Equipments,206757.0942,0.382455387,0.368628012,335.0527673,1.208174762,1.54635724,437.6674959,1.946107971,17.18940694,13.35443249
Hindustan Zinc Ltd,HINDZINC,Mining - Diversified,204927.9715,57.40046068,29.11484041,0.522169149,0.986901577,1.164560465,11.79267016,-69.37803468,41.49197861,33.22613955
Interglobe Aviation Ltd,INDIGO,Airlines,190220.1263,2568.585926,1896.558357,-19.07057007,1.14383869,1.164125511,2.912849749,19.37643339,10.18653319,14.90714873
LTIMindtree Ltd,LTIM,IT Services & Consulting,188495.1618,10.33935206,8.624615508,51.08548599,3.280993175,3.281515531,28.28326567,2.920125451,60.94920124,22.76478255
Tata Steel Ltd,TATASTEEL,Iron & Steel,188001.985,94.21133681,60.70947372,,0.216923934,0.716474458,0.847215544,-11.97620092,,2.361766308
SBI Life Insurance Company Ltd,SBILIFE,Insurance,184599.4789,0,0,,2.132553274,2.132553274,,25.24702676,0.493953628,0.521663635
Grasim Industries Ltd,GRASIM,Cement,182708.3598,98.70052808,63.17244565,80.69975165,0.787819351,0.934355798,2.476681581,-32.68919622,2.058993443,5.57542359
Vedanta Ltd,VEDL,Metals - Diversified,175007.5313,208.4813045,121.6311298,48.76602622,0.494819542,0.660098397,3.151399894,-5.633725623,2.902450547,15.85600527
ABB India Ltd,ABB,Heavy Electrical Equipments,164975.9676,0.823941056,0.486660162,,1.592835091,1.904105573,98.39304655,2.659924594,24.56299601,15.17772168
Power Finance Corporation Ltd,PFC,Specialized Finance,162381.5071,641.8723891,631.8157901,-137.9617169,0.925224967,0.925224967,,43.10839211,2.184546075,3.233116886
Pidilite Industries Ltd,PIDILITIND,Diversified Chemicals,162364.6892,4.438546549,2.249388129,83.88354174,1.580476698,2.086235246,47.48075796,4.825931214,50.00231307,20.12767885
Tech Mahindra Ltd,TECHM,IT Services & Consulting,157064.2364,9.344379448,2.848954573,-126.9948718,1.853732384,1.856704659,9.221315655,4.828643638,14.73413197,8.381634843
Hindalco Industries Ltd,HINDALCO,Metals - Aluminium,153315.4642,53.08740827,45.99414075,49.57152001,0.699752321,1.387390271,4.631933644,8.391281705,8.152304802,7.745218292
Ambuja Cements Ltd,AMBUJACEM,Cement,152738.2869,1.37476178,1.018685872,72.8763191,1.751489833,2.049006998,22.34966351,3.378517404,24.81302424,9.465089877
HDFC Life Insurance Company Ltd,HDFCLIFE,Insurance,150359.4943,6.47741258,6.47741258,,0.914381133,0.914381133,,-109.2902593,0.546519917,0.322871524
Britannia Industries Ltd,BRITANNIA,FMCG - Foods,147489.6793,52.06630325,23.31934786,12.09977465,0.897911816,1.187113928,18.76506098,24.68381199,41.91202394,33.92459902
Godrej Consumer Products Ltd,GODREJCP,FMCG - Personal Products,146493.8998,25.57591854,0.284397356,21.78775396,0.766066107,0.993408272,1.640339826,11.59496491,,2.760971027
Bharat Petroleum Corporation Ltd,BPCL,Oil & Gas - Refining & Marketing,145817.1695,72.18744046,46.90584836,19.37498114,0.282604164,0.812207774,9.723885184,-26.53786975,21.18495087,19.93072742
Divi's Laboratories Ltd,DIVISLAB,Labs & Life Sciences Services,145188.7484,0.022105961,0.014737307,,5.079029734,7.570422535,541.75,0.985549133,84.70089995,14.01681759
Bajaj Housing Finance Ltd,BAJAJHFL,Consumer Finance,144626.5956,565.0821106,535.9025626,,0.102405831,0.102405831,,-3.666705976,2.487614161,2.641325752
REC Limited,RECLTD,Specialized Finance,143787.1965,642.4886716,626.4101716,95.07144435,0.911463039,0.911463039,,45.80719492,2.95410475,3.276218882
Gail (India) Ltd,GAIL,Gas Distribution,143297.2857,28.23181526,19.60906412,26.5575089,0.660337921,0.936803501,18.51252781,-106.6490942,20.82326533,10.67399602
Tata Power Company Ltd,TATAPOWER,Power Transmission & Distribution,140786.6604,140.0614931,107.3095683,10.34698722,0.582905652,0.690044224,2.23715688,-5.035714397,3.669767854,7.45408991
Samvardhana Motherson International Ltd,MOTHERSON,Auto Parts,138347.4186,70.60622707,42.19418405,,0.746244044,0.965287965,3.120251767,-90.7497711,4.853624672,6.713646591
Shriram Finance Ltd,SHRIRAMFIN,Consumer Finance,134404.8822,393.536848,382.2916946,-2.189790552,1.53366308,1.53366308,,3.586324236,3.709354862,4.01189547
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Consumer Finance,133640.0629,686.3330414,529.0498151,2.727813435,0.178139965,0.178139965,,-0.921975957,2.494697584,2.939189174
Cipla Ltd,CIPLA,Pharmaceuticals,133376.5964,2.087169287,0.841046282,183.6590527,2.698269272,3.696778547,64.43902982,2.052518239,71.92680884,17.80304206
Eicher Motors Ltd,EICHERMOT,Trucks & Buses,132929.0365,2.324342926,1.504195222,0.597796446,0.761917069,1.153656754,103.2409591,36.06212247,78.92161117,22.72494249
TVS Motor Company Ltd,TVSMOTOR,Two Wheelers,132299.8841,346.2297849,174.847659,71.34578632,0.914290635,1.020960034,2.40213309,-44.79072474,4.886203387,11.01903674
JSW Energy Ltd,JSWENERGY,Power Generation,130963.1189,150.2455954,133.0665301,144.8106261,1.077677235,1.19194601,2.055279049,12.07802636,4.687313364,7.305764465
Macrotech Developers Ltd,LODHA,Real Estate,128223.289,43.79274186,11.22686241,1836.065815,0.385184159,1.624565216,5.209258875,0.721509522,5.224567711,5.316595159
Havells India Ltd,HAVELLS,Electrical Components & Equipments,124618.9727,4.071032234,3.255644065,49.12864374,1.048539836,1.84437601,21.27514547,5.502710613,25.48692019,14.41023624
Bank of Baroda Ltd,BANKBARODA,Public Banks,123026.7062,,,,,,,-0.118950823,1.220604733,1.555791751
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,Asset Management,120119.0853,0.099363152,0.099363152,149.1138371,2.011733765,2.048755816,,39.36128933,331.8284971,11.49844355
Punjab National Bank,PNB,Public Banks,119744.7942,,,,,,,-0.103511417,0.611600554,0.884983611
Hero MotoCorp Ltd,HEROMOTOCO,Two Wheelers,119283.1409,3.400194117,1.116539395,-21.72369505,1.214401344,1.463522772,67.65182663,11.55287685,45.01960756,19.75533012
Tata Consumer Products Ltd,TATACONSUM,Tea & Coffee,118812.5249,19.94261341,3.601143144,52.95722045,0.752255257,1.199567443,14.06309221,5.499291744,11.01567991,6.548096241
Adani Energy Solutions Ltd,ADANIENSOL,Power Infrastructure,117713.6861,270.519582,245.2367452,-45.02930175,0.978478811,1.010537684,1.643250883,3568.561658,2.536575574,7.765964825
Dabur India Ltd,DABUR,FMCG - Personal Products,115980.0568,13.24933903,6.854649289,12.43967924,0.949679806,1.44503782,19.99452408,10.78939348,38.28324968,16.42538283
Indusind Bank Ltd,INDUSINDBK,Private Banks,115309.9116,,,,,,,-0.175891775,1.98271474,2.321614769
Torrent Pharmaceuticals Ltd,TORNTPHARM,Pharmaceuticals,113704.13,58.6617854,24.33202307,,0.614240818,1.034326529,7.652647358,413.0723647,21.65400756,18.65278223
CG Power and Industrial Solutions Ltd,CGPOWER,Heavy Electrical Equipments,113604.8776,0.57771874,0.394531548,17.04283292,1.352776581,1.655017896,103.625374,7.308745013,54.75002014,30.7826594
Indus Towers Ltd,INDUSTOWER,Telecom Infrastructure,112967.5169,75.93162418,56.67633179,21.64191423,1.032836115,1.032836115,5.357978324,68.51895708,20.93808969,17.87476104
United Spirits Ltd,UNITDSPR,Alcoholic Beverages,111848.3774,3.721387446,1.923887095,45.92169268,1.361516782,1.89008455,25.43421053,3.806345553,34.72256473,17.29599141
Indian Overseas Bank,IOB,Public Banks,111297.4034,,,,,,,-0.117175712,0.821953509,0.972684945
Suzlon Energy Ltd,SUZLON,Renewable Energy Equipment & Services,110280.7555,3.832349993,1.682264923,152.0959953,0.995529854,1.757379065,5.013449367,3.535114764,20.26415361,11.47524314
Rail Vikas Nigam Ltd,RVNL,Specialized Finance,110214.1625,68.97579995,63.38572008,17.60817867,2.114084624,2.128217727,4.612921951,4.745429811,14.4881255,13.37141208
Dr Reddy's Laboratories Ltd,DRREDDY,Pharmaceuticals,109403.2448,7.085521752,2.119993771,251.2735126,1.92429078,2.587119316,43.08649912,2.136634812,52.99717812,19.01020379
Zydus Lifesciences Ltd,ZYDUSLIFE,Pharmaceuticals,108668.2398,3.638650595,0.113566439,177.8269592,1.494072701,2.138659475,60.50615764,3.760415089,57.32469886,17.03908193
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,Insurance,108416.6656,10.90452092,10.90452092,,1.239818757,1.239818757,,136.4728282,0.295379051,0.343929007
ICICI Lombard General Insurance Company Ltd,ICICIGI,Insurance,105859.6338,0.286767483,0.286767483,,0.266429281,0.266429281,,-0.586250733,3.754337539,4.036090055
Cummins India Ltd,CUMMINSIND,Industrial Machinery,104338.08,1.920354732,0.300197208,,2.427185174,2.888868362,81.46021898,2.713351444,72.96189026,24.88163995
Jindal Steel And Power Ltd,JINDALSTEL,Iron & Steel,103692.2137,36.80871674,23.73152122,56.12257641,0.666532164,1.108603927,5.822380875,58.88132471,17.50435809,9.577885412
Lupin Ltd,LUPIN,Pharmaceuticals,101488.295,20.32754836,1.080325183,209.0478,0.999088396,1.58179733,8.773402651,4.953591209,20.4148921,11.51043879
Bosch Ltd,BOSCHLTD,Auto Parts,101351.6496,0.325954433,0.178321127,,1.576081835,1.947832404,63.61220472,4.235736779,47.08027818,18.62697063
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,Hospitals & Diagnostic Centres,101165.4468,72.84475104,57.60535483,,1.033315468,1.131889806,4.031820205,23.55730351,9.537556916,10.8223531
Polycab India Ltd,POLYCAB,Electrical Components & Equipments,100267.0207,1.954181249,0.571369649,84.96319468,1.408330049,2.435502489,22.77681373,3.875140328,46.66999767,20.45115125
Info Edge (India) Ltd,NAUKRI,Online Services,100154.9607,0.778981229,0.684130036,-438.6015121,2.899239785,2.899239785,25.82414476,1.138532491,12.89417229,2.530935659
GMR Airports Ltd,GMRINFRA,Construction & Engineering,99307.16883,,,,1.046236873,1.063463957,0.78323056,68.38984386,,4.730831133
Colgate-Palmolive (India) Ltd,COLPAL,FMCG - Personal Products,98861.33825,3.827973282,3.177084445,-90.71524006,1.296962117,1.536127809,357.264,10.20998306,100.1126944,55.88327306
Oracle Financial Services Software Ltd,OFSS,Software Services,97656.61713,0.546645561,0.235149208,86.70393778,5.978676022,5.978676022,108.5179651,1.079054438,117.3891886,31.28836118
Solar Industries India Ltd,SOLARINDS,Commodity Chemicals,97197.63033,33.19979575,17.72003793,126.4620739,1.199904091,1.763916825,11.61790253,6.065843581,38.88426311,22.7835913
Indian Hotels Company Ltd,INDHOTEL,"Hotels, Resorts & Cruise Lines",96992.67195,27.01459515,24.39994827,117.941409,1.477260216,1.535530912,8.563027881,9.020411076,27.34309001,12.79913286
Oil India Ltd,OIL,Oil & Gas - Exploration & Production,96783.16356,45.68206137,37.0444549,107.412091,0.833692689,1.162073289,10.17939751,8.226580478,15.89024342,10.60569088
IDBI Bank Ltd,IDBI,Private Bank,96524.31432,,,,,,,-0.127438941,1.847141354,2.308980469
Mankind Pharma Ltd,MANKIND,Pharmaceuticals,95978.3097,2.163581282,0.340337455,92.11703864,2.365770007,3.098630951,69.45506419,3.075501501,82.91425921,20.48665052
Canara Bank Ltd,CANBK,Public Banks,95650.01754,,,,,,,-0.126602111,1.059624783,1.302887308
NHPC Ltd,NHPC,Renewable Energy,94815.08352,74.183213,67.07877284,195.3185861,1.113764517,1.134057922,9.294825828,5.7032846,7.336181644,6.057463933
HDFC Asset Management Company Ltd,HDFCAMC,Asset Management,94680.089,0,0,-1158.933106,0.672511561,0.672511561,,-45.46733741,405.7075432,32.76501387
Union Bank of India Ltd,UNIONBANK,Public Banks,93885.76939,,,,,,,-0.111885271,1.055482557,1.531070649
Max Healthcare Institute Ltd,MAXHEALTH,Hospitals & Diagnostic Centres,93611.45604,15.44871993,14.13475513,-146.3192653,1.302416093,1.366354077,23.79712807,8.682509576,29.44596024,11.87680938
Torrent Power Ltd,TORNTPOWER,Power Transmission & Distribution,92898.41818,92.33419329,79.03076007,36.03480956,0.986281996,1.088731859,3.73754505,45.3344901,8.843964378,10.58029592
Bharat Heavy Electricals Ltd,BHEL,Heavy Electrical Equipments,92379.14081,36.23956315,0.096363752,13.84556792,1.046339723,1.352782084,1.293195109,3.305003291,0.798381624,1.790168741
Shree Cement Ltd,SHREECEM,Cement,90478.42893,7.980846547,4.120364211,126.4498996,1.41275786,1.992909399,12.45467214,5.076590799,33.36373955,11.52224616
Marico Ltd,MARICO,FMCG - Personal Products,90023.46153,12.66490765,2.494603022,27.22730691,1.091243863,1.637888707,27.53424658,7.617627119,46.5138191,27.33578131
Vodafone Idea Ltd,IDEA,Telecom Services,89912.76347,,,64.49465407,0.237513691,0.237535855,-0.180252663,-0.995321893,,
Aurobindo Pharma Ltd,AUROPHARMA,Pharmaceuticals,89394.0818,22.26952041,7.997876104,,1.14443624,1.948482834,16.11853233,2.744729076,21.34324473,10.44274025
Adani Total Gas Ltd,ATGL,Gas Distribution,87264.43104,43.49471556,26.81743531,-26.33408057,0.515363074,0.570137696,9.042261104,-4.292827403,22.16473963,15.28794604
Hindustan Petroleum Corp Ltd,HINDPETRO,Oil & Gas - Refining & Marketing,86698.12846,142.1182894,88.63383087,12.4860452,0.215822645,0.612227859,9.020449922,-13.80798606,11.78510712,12.61215681
Mazagon Dock Shipbuilders Ltd,MAZDOCK,Shipbuilding,84266.082,0.014895563,0.012973555,,0.886345825,1.139248716,260.8960343,4.144999784,8.341831769,8.261631453
Dixon Technologies (India) Ltd,DIXON,Home Electronics & Appliances,84136.23623,27.73439305,24.01517952,-0.139358951,0.663888901,1.022119274,7.099678854,117.0112894,6.993771692,8.223585849
PB Fintech Ltd,POLICYBZR,Online Services,81900.91567,4.310921352,3.643003368,73.13673722,7.995192069,7.995192069,3.885853293,0.98022101,7.86113328,1.543135107
Muthoot Finance Ltd,MUTHOOTFIN,Consumer Finance,80975.26681,265.0984855,186.494119,,0.304449364,0.304468332,,-1.24217382,6.11649759,6.217038885
Prestige Estates Projects Ltd,PRESTIGE,Real Estate,80736.07469,114.041183,53.3573426,,0.376618785,1.190008149,2.740874416,2.320342275,3.79868963,6.965022721
Godrej Properties Ltd,GODREJPROP,Real Estate,80212.57745,103.6679338,25.92482216,3218.403489,0.434874014,1.427513446,7.574123989,0.541704958,2.851641659,3.224022705
Persistent Systems Ltd,PERSISTENT,Software Services,79246.61866,9.099564113,3.443727043,-160.5300551,1.88775599,1.88775599,31.97817248,5.900016011,45.29750957,20.27117035
Tube Investments of India Ltd,TIINDIA,Cycles,77812.57473,13.2893779,2.648445967,20.56837407,1.255115967,1.625317127,31.56178537,7.619376375,18.87764568,17.48229123
SBI Cards and Payment Services Ltd,SBICARD,Payment Infrastructure,74177.48173,330.1140431,108.3863579,-426.5162863,0.141078019,0.141078019,,-0.697802044,5.224617681,5.555667295
Bharat Forge Ltd,BHARATFORG,Iron & Steel,73362.80074,110.9167642,31.23716908,128.0467339,0.732687436,1.079243673,3.929718835,21.79289993,7.913797163,10.06133255
Yes Bank Ltd,YESBANK,Private Banks,73100.93643,,,,,,,-0.14815972,0.352879615,0.378404404
Alkem Laboratories Ltd,ALKEM,Pharmaceuticals,72818.67195,13.23835212,2.139737176,,1.940243582,2.606446283,18.997776,2.269041816,36.94619895,13.7114203
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,Online Services,72444,1.868542537,1.29420179,,1.950541099,1.954709539,81.26019313,1.986116545,38.83007909,24.86693875
Berger Paints India Ltd,BERGEPAINT,Paints,72302.67096,13.97784817,8.317978464,75.01615514,0.905117862,1.82772983,20.89635783,7.187351769,39.20392932,19.54085901
Kalyan Jewellers India Ltd,KALYANKJIL,"Precious Metals, Jewellery & Watches",71918.13983,107.1303036,23.91755975,147.1736411,0.217788943,1.312050957,3.083626086,8.251981903,6.921916389,9.107923862
SRF Ltd,SRF,Diversified Chemicals,70796.62308,43.8237759,20.33213637,65.40711678,0.606268827,1.030747504,6.598001919,25.75114669,14.88196574,9.751016653
PI Industries Ltd,PIIND,Diversified Chemicals,70615.27708,2.183025999,1.208338106,85.17250282,3.143516895,3.904185666,44.45642202,1.668853986,83.54034181,18.04110278
Linde India Ltd,LINDEINDIA,Commodity Chemicals,70500.20294,0.596523499,0.551546377,,1.785980221,1.868431258,80.6258597,2.838725402,32.47232196,12.19816741
JSW Infrastructure Ltd,JSWINFRA,Ports,69931.29827,57.81154705,56.29521007,10.55562594,7.251144063,7.404702681,5.406635385,1.197126753,21.16055263,13.12650664
General Insurance Corporation of India,GICRE,Insurance,69307.572,0,0,,0.481281383,0.481281383,,-0.934915461,5.174994615,4.296456362
Ashok Leyland Ltd,ASHOKLEY,Trucks & Buses,69285.00158,345.3541765,227.2353082,67.69902381,0.941476608,1.091702265,2.376836281,22.08528724,4.452307006,10.48643903
Bharti Hexacom Ltd,BHARTIHEXA,Telecom Services,69050,174.7170543,121.2193071,-119.1489681,0.317459477,0.317459477,2.432805711,-1.747335834,3.634346156,8.466091352
Supreme Industries Ltd,SUPREMEIND,Plastic Products,68058.45641,1.07774187,0.824650654,47.04614717,1.515478173,2.582914296,88.18238213,5.486066348,73.93287626,21.68338746
Indian Bank,INDIANB,Public Banks,68028.41586,,,,,,,-0.105584944,1.143090657,1.38265549
Oberoi Realty Ltd,OBEROIRLTY,Real Estate,65753.82854,18.02330327,15.83339413,1848.420732,1.06457378,3.893893337,12.33373009,0.517953023,33.28283151,13.72272574
Fertilisers And Chemicals Travancore Ltd,FACT,Fertilizers & Agro Chemicals,65535.44953,131.5822757,2.299126288,99.61831444,0.770681461,1.049524969,1.176203782,20.71566464,3.254244231,4.949793105
Patanjali Foods Ltd,PATANJALI,Packaged Foods & Meats,65490.29883,10.27631694,0.009994797,54.65981746,1.32240401,2.567497546,6.366406804,6.824826932,25.03099677,9.482826223
Voltas Ltd,VOLTAS,Home Electronics & Appliances,62517.36278,12.70248249,4.253178482,42.75160844,0.970967865,1.341926697,9.693629205,6.710811786,4.104087476,4.516096221
NMDC Ltd,NMDC,Mining - Iron Ore,62164.01129,13.08297345,0.006855475,,2.234620135,2.56383004,102.631774,1.829621849,55.77496065,22.51732493
Jindal Stainless Ltd,JSL,Iron & Steel,61749.35975,42.10405488,32.36446687,42.27170276,0.68211515,1.471796868,7.480041126,8.713823751,16.55373416,13.4792141
Phoenix Mills Ltd,PHOENIXLTD,Real Estate,61590.13743,37.45116021,30.95175436,479.5017348,1.160584722,1.508772164,5.150175563,4.201311546,16.25973688,10.64768731
Indian Renewable Energy Development Agency Ltd,IREDA,Specialized Finance,61117.08165,580.4933045,579.5280521,,0.693179257,0.693179257,,-4.392254515,2.3171851,2.692058616
Schaeffler India Ltd,SCHAEFFLER,Auto Parts,60228.49316,1.063398088,0.845932138,,1.985944561,2.922221827,250.7469136,2.795640967,61.52782721,19.44670957
Aditya Birla Capital Ltd,ABCAPITAL,Diversified Financials,59173.86985,384.5945461,314.2597645,-1072.931289,0.063552403,0.063552403,,-0.37192207,1.642964564,1.978367547
UNO Minda Ltd,UNOMINDA,Auto Parts,59170.45505,32.40904999,15.22968748,,0.780429172,1.226344361,11.54530172,19.76482394,19.05998099,13.20215994
Abbott India Ltd,ABBOTINDIA,Pharmaceuticals,59037.04199,2.2501345,0.993811657,-11.71727913,1.955925286,2.417361773,130.939759,3.290265729,80.37066774,31.38929699
Thermax Limited,THERMAX,Industrial Machinery,58794.70019,28.77224199,18.15149331,44.16233647,1.202700329,1.364571936,10.92076721,5.71926871,11.31885499,9.432752869
Balkrishna Industries Ltd,BALKRISIND,Tires & Rubber,58682.39961,35.00681062,7.854801656,65.0495812,0.904954049,1.268716329,18.10885853,12.568764,30.46109069,15.012927
UCO Bank,UCOBANK,Public Banks,58153.78057,,,,,,,-0.110486447,0.564075071,0.793961436
L&T Technology Services Ltd,LTTS,Software Services,57978.32977,12.31908448,9.714275029,103.4817928,2.454377045,2.455677742,36.43811395,2.91556213,41.58134788,21.86346972
